,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean
7400,7401,1,7401,1,7401,ELEC,SANTA CLARA DON-TRITON HC,1484 Don Ave,ADA only,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3575,-121.95518,11/4/2024,186844,2024-11-04 01:38:18 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505202,6085505202,5052.02,Census Tract 5052.02,G5020,S,9163626,0,37.3702943,-121.9606672,3.53809665,6085505202,3.53809665,6085505202,1,1,0,6,85,Santa Clara County,505202,6085505202,5052.02,Census Tract 5052.02,9201412,0,37.3702336,-121.9605786,6085505202,Urban,6936,Disadvantaged Community,30.41725617,59.53101362,82.4625,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$84,063 ",3,"$106,000 ","$163,400 ",75235,111.73%,Low,16508.35327,-121.95518,37.3575,San Francisco,1,0,ChargePoint Network
7401,7402,1,7402,1,7402,ELEC,SANTA CLARA MARSALLI PARK 2,1425 Lafayette St,,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.35445,-121.94542,11/4/2024,186845,2024-11-04 01:38:18 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505600,6085505600,5056,Census Tract 5056,G5020,S,1036372,0,37.3512545,-121.9455635,0.4001441,6085505600,0.4001441,6085505600,1,1,0,6,85,Santa Clara County,505600,6085505600,5056,Census Tract 5056,956554,0,37.3509557,-121.9459447,6085505600,Urban,4557,,0,0,0, ,"$81,538 ",3,"$106,000 ","$163,400 ",75235,108.38%,Low,5620.739772,-121.94542,37.35445,San Francisco,1,0,ChargePoint Network
7402,7403,1,7403,1,7403,ELEC,SANTA CLARA MARSALLI PARK,1425 Lafayette St,Larry Marsalli Park lot,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.35438,-121.94538,11/4/2024,186846,2024-11-04 01:38:19 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505600,6085505600,5056,Census Tract 5056,G5020,S,1036372,0,37.3512545,-121.9455635,0.4001441,6085505600,0.4001441,6085505600,1,1,0,6,85,Santa Clara County,505600,6085505600,5056,Census Tract 5056,956554,0,37.3509557,-121.9459447,6085505600,Urban,4557,,0,0,0, ,"$81,538 ",3,"$106,000 ","$163,400 ",75235,108.38%,Low,5620.739772,-121.94538,37.35438,San Francisco,1,0,ChargePoint Network
7403,7404,1,7404,1,7404,ELEC,SANTA CLARA MARSALLI PARK 3,1425 Lafayette St,Larry Marsalli Park lot,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.354397,-121.945465,11/4/2024,186847,2024-11-04 01:38:19 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505600,6085505600,5056,Census Tract 5056,G5020,S,1036372,0,37.3512545,-121.9455635,0.4001441,6085505600,0.4001441,6085505600,1,1,0,6,85,Santa Clara County,505600,6085505600,5056,Census Tract 5056,956554,0,37.3509557,-121.9459447,6085505600,Urban,4557,,0,0,0, ,"$81,538 ",3,"$106,000 ","$163,400 ",75235,108.38%,Low,5620.739772,-121.945465,37.354397,San Francisco,1,0,ChargePoint Network
7404,7405,1,7405,1,7405,ELEC,SANTA CLARA MISSION LIB 2,1098 Lexington St,,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.347333,-121.944771,11/4/2024,186848,2024-11-04 01:38:19 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505600,6085505600,5056,Census Tract 5056,G5020,S,1036372,0,37.3512545,-121.9455635,0.4001441,6085505600,0.4001441,6085505600,1,1,0,6,85,Santa Clara County,505600,6085505600,5056,Census Tract 5056,956554,0,37.3509557,-121.9459447,6085505600,Urban,4557,,0,0,0, ,"$81,538 ",3,"$106,000 ","$163,400 ",75235,108.38%,Low,5620.739772,-121.944771,37.347333,San Francisco,1,0,ChargePoint Network
7405,7406,1,7406,1,7406,ELEC,SANTA CLARA UTILITY YARD,1715 Martin Ave,Across from Aquamaids,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.366425,-121.957214,11/4/2024,186850,2024-11-04 01:38:21 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505202,6085505202,5052.02,Census Tract 5052.02,G5020,S,9163626,0,37.3702943,-121.9606672,3.53809665,6085505202,3.53809665,6085505202,1,1,0,6,85,Santa Clara County,505202,6085505202,5052.02,Census Tract 5052.02,9201412,0,37.3702336,-121.9605786,6085505202,Urban,6936,Disadvantaged Community,30.41725617,59.53101362,82.4625,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$84,063 ",3,"$106,000 ","$163,400 ",75235,111.73%,Low,16508.35327,-121.957214,37.366425,San Francisco,1,0,ChargePoint Network
7406,7407,1,7407,1,7407,ELEC,Galleria Blvd - Roseville CA,1216 Galleria Blvd.,,Roseville,CA,95678,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,38.773025,-121.265177,11/4/2024,186857,2024-11-04 03:20:33 UTC,,,,4/2/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,61,21003,6061021003,210.03,Census Tract 210.03,G5020,S,7618633,0,38.7645705,-121.2757092,2.94157136,6061021003,2.94157136,6061021003,1,1,0,6,61,Placer County,21003,6061021003,210.03,Census Tract 210.03,7614997,0,38.7645678,-121.2756981,6061021003,Urban,6764,,0,0,0, ,"$77,798 ",3,"$65,250 ","$98,350 ",75235,103.41%,Middle,13445.02883,-121.265177,38.773025,Sacramento,0,1,Other
7407,7408,1,7408,1,7408,ELEC,Don's Market - Tesla Supercharger,30270 CA-78,,Santa Ysabel,CA,92070,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,33.109255,-116.674411,7/1/2024,186866,2024-08-14 18:58:22 UTC,P,,,3/29/2021,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,73,20903,6073020903,209.03,Census Tract 209.03,G5020,S,1279031973,15089611,33.2564808,-116.6970824,499.6632452,6073020903,499.6632452,6073020903,0,12,1,6,73,San Diego County,20903,6073020903,209.03,Census Tract 209.03,1279138544,15095663,33.2564808,-116.6970824,6073020903,Rural,3045,,0,0,0, ,"$50,156 ",2,"$77,600 ","$91,300 ",75235,66.67%,Low,237578.5034,-116.674411,33.109255,San Diego,1,1,Tesla
7408,7409,1,7409,1,7409,ELEC,Copperopolis Town Square - Tesla Supercharger,100 Town Square Road,,Copperopolis,CA,95228,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,37.972834,-120.653296,7/1/2024,186874,2024-08-14 18:58:22 UTC,P,,,3/29/2021,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,9,124,6009000124,1.24,Census Tract 1.24,G5020,S,404991903,7788448,37.9730607,-120.6793935,159.3754633,6009000124,159.3754633,6009000124,0,12,1,6,9,Calaveras County,120,6009000120,1.2,Census Tract 1.20,430654406,9401160,37.9697155,-120.6727774,6009000120,Rural,4694,,0,0,0, ,"$82,575 ",3,"$58,850 ","$88,250 ",75235,109.76%,Middle,103724.784,-120.653296,37.972834,Central Other,0,1,Tesla
7409,7410,1,7410,1,7410,ELEC,Streets of Brentwood - Tesla Supercharger,2455 Sand Creek Road,,Brentwood,CA,94513,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,37.946857,-121.739623,7/1/2024,186875,2024-08-14 18:58:22 UTC,P,,,3/29/2021,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,13,303209,6013303209,3032.09,Census Tract 3032.09,G5020,S,3959558,0,37.9539324,-121.7331883,1.52879346,6013303209,1.52879346,6013303209,1,1,0,6,13,Contra Costa County,303203,6013303203,3032.03,Census Tract 3032.03,6209732,0,37.9470401,-121.7319199,6013303203,Urban,10070,,0,0,0, ,"$129,255 ",3,"$98,650 ","$135,650 ",75235,171.80%,Middle,13111.54207,-121.739623,37.946857,San Francisco,0,1,Tesla
7410,7411,1,7411,1,7411,ELEC,Raley's - Tesla Supercharger,6119 Horseshoe Bar Road,,Loomis,CA,95650,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.817467,-121.189455,7/1/2024,186876,2024-08-14 18:58:22 UTC,P,,,3/29/2021,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,61,21203,6061021203,212.03,Census Tract 212.03,G5020,S,14917479,18040,38.8284635,-121.199892,5.76663531,6061021203,5.76663531,6061021203,0.85307295,3,0,6,61,Placer County,21203,6061021203,212.03,Census Tract 212.03,14866509,18040,38.8284635,-121.199892,6061021203,Urban,7668,,0,0,0, ,"$91,575 ",3,"$65,250 ","$98,350 ",75235,121.72%,Middle,20911.46827,-121.189455,38.817467,Sacramento,0,1,Tesla
7411,7412,1,7412,1,7412,ELEC,BRESSI RETAIL STATION 1,2674 Gateway Road Building H,,Carlsbad,CA,92009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.12855,-117.253194,11/5/2024,186946,2024-11-05 00:57:26 UTC,,,,4/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,73,20030,6073020030,200.3,Census Tract 200.30,G5020,S,5935321,0,33.1151161,-117.2578699,2.29163911,6073020030,2.29163911,6073020030,1,2,0,6,73,San Diego County,20013,6073020013,200.13,Census Tract 200.13,10471195,0,33.1173858,-117.2489029,6073020013,Urban,14679,,0,0,0, ,"$133,731 ",3,"$87,300 ","$102,700 ",75235,177.75%,High,14414.10627,-117.253194,33.12855,San Diego,0,0,ChargePoint Network
7412,7413,1,7413,1,7413,ELEC,CITY OF FRESNO CHAFFEEZOOCHG9,894 W Belmont Ave,Parking Lot,Fresno,CA,93728,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.752792,-119.823754,11/4/2024,187008,2024-11-04 01:37:55 UTC,,,,4/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,19,2000,6019002000,20,Census Tract 20,G5020,S,5502793,0,36.7572835,-119.8328811,2.12463861,6019002000,2.12463861,6019002000,1,1,0,6,19,Fresno County,2000,6019002000,20,Census Tract 20,5502595,0,36.7572828,-119.8328806,6019002000,Urban,6284,Disadvantaged Community,67.9428711,98.57539082,63.625,CalEnviroScreen 4.0 Top 25%,"$27,031 ",3,"$50,350 ","$76,350 ",75235,35.93%,Low,11199.76374,-119.823754,36.752792,Central Other,1,0,ChargePoint Network
7413,7414,1,7414,1,7414,ELEC,CITY OF FRESNO CHAFFEEZOOCHG4,894 W Belmont Ave,Parking Lot,Fresno,CA,93728,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.753117,-119.823943,11/4/2024,187009,2024-11-04 01:37:55 UTC,,,,4/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,19,2000,6019002000,20,Census Tract 20,G5020,S,5502793,0,36.7572835,-119.8328811,2.12463861,6019002000,2.12463861,6019002000,1,1,0,6,19,Fresno County,2000,6019002000,20,Census Tract 20,5502595,0,36.7572828,-119.8328806,6019002000,Urban,6284,Disadvantaged Community,67.9428711,98.57539082,63.625,CalEnviroScreen 4.0 Top 25%,"$27,031 ",3,"$50,350 ","$76,350 ",75235,35.93%,Low,11199.76374,-119.823943,36.753117,Central Other,1,0,ChargePoint Network
7414,7415,1,7415,1,7415,ELEC,CITY OF FRESNO CHAFFEEZOOCHG6,894 W Belmont Ave,Parking Lot,Fresno,CA,93728,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.753181,-119.823878,11/4/2024,187011,2024-11-04 01:37:55 UTC,,,,4/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,19,2000,6019002000,20,Census Tract 20,G5020,S,5502793,0,36.7572835,-119.8328811,2.12463861,6019002000,2.12463861,6019002000,1,1,0,6,19,Fresno County,2000,6019002000,20,Census Tract 20,5502595,0,36.7572828,-119.8328806,6019002000,Urban,6284,Disadvantaged Community,67.9428711,98.57539082,63.625,CalEnviroScreen 4.0 Top 25%,"$27,031 ",3,"$50,350 ","$76,350 ",75235,35.93%,Low,11199.76374,-119.823878,36.753181,Central Other,1,0,ChargePoint Network
7415,7416,1,7416,1,7416,ELEC,CITY OF FRESNO CHAFFEEZOOCHG5,894 W Belmont Ave,Parking Lot,Fresno,CA,93728,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.753324,-119.823906,11/4/2024,187012,2024-11-04 01:37:55 UTC,,,,4/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,19,2000,6019002000,20,Census Tract 20,G5020,S,5502793,0,36.7572835,-119.8328811,2.12463861,6019002000,2.12463861,6019002000,1,1,0,6,19,Fresno County,2000,6019002000,20,Census Tract 20,5502595,0,36.7572828,-119.8328806,6019002000,Urban,6284,Disadvantaged Community,67.9428711,98.57539082,63.625,CalEnviroScreen 4.0 Top 25%,"$27,031 ",3,"$50,350 ","$76,350 ",75235,35.93%,Low,11199.76374,-119.823906,36.753324,Central Other,1,0,ChargePoint Network
7416,7417,1,7417,1,7417,ELEC,103 N Chapel Ave,103 N Chapel Ave,,Alhambra,CA,91801,,866-816-7584,E,,Public,24 hours daily,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,34.097224,-118.124572,11/4/2024,183934,2024-11-04 03:44:53 UTC,,,,11/13/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,480302,6037480302,4803.02,Census Tract 4803.02,G5020,S,1050464,0,34.1012449,-118.1218022,0.40558584,6037480302,0.40558584,6037480302,1,2,0,6,37,Los Angeles County,480302,6037480302,4803.02,Census Tract 4803.02,1050467,0,34.1012449,-118.1218022,6037480302,Urban,4672,,0,0,0, ,"$75,326 ",3,"$85,150 ","$86,400 ",75235,100.12%,Low,4533.929487,-118.124572,34.097224,Los Angeles,1,0,Other
7417,7418,1,7418,1,7418,ELEC,80 S First Street,80 S First Street,,Alhambra,CA,91801,,866-816-7584,E,,Public,24 hours daily,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,34.093848,-118.126989,11/4/2024,183935,2024-11-04 03:44:53 UTC,,,,11/13/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,481001,6037481001,4810.01,Census Tract 4810.01,G5020,S,1049648,0,34.0876622,-118.1302887,0.40527028,6037481001,0.40527028,6037481001,0.99999999,2,0,6,37,Los Angeles County,481001,6037481001,4810.01,Census Tract 4810.01,1049644,0,34.0876622,-118.1302887,6037481001,Urban,4369,Disadvantaged Community,41.74553919,77.71053959,52.75,CalEnviroScreen 4.0 Top 25%,"$51,591 ",3,"$85,150 ","$86,400 ",75235,68.57%,Low,4845.346156,-118.126989,34.093848,Los Angeles,1,0,Other
7418,7419,1,7419,1,7419,ELEC,26 N 1st St,26 N 1st St,,Alhambra,CA,91801,,866-816-7584,E,,Public,24 hours daily,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,34.095498,-118.128086,11/4/2024,183936,2024-11-04 03:44:53 UTC,,,,11/13/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,480304,6037480304,4803.04,Census Tract 4803.04,G5020,S,436639,0,34.0961677,-118.1316021,0.16858775,6037480304,0.16858775,6037480304,1,1,0,6,37,Los Angeles County,480304,6037480304,4803.04,Census Tract 4803.04,436639,0,34.0961677,-118.1316021,6037480304,Urban,4506,,0,0,0, ,"$50,280 ",2,"$75,700 ","$76,800 ",75235,66.83%,Low,2742.949551,-118.128086,34.095498,Los Angeles,1,0,Other
7419,7420,1,7420,1,7420,ELEC,Inyokern,1669 Airport Rd,,Inyokern,CA,93527,,866-816-7584,E,,Public,24 hours daily,,,,,,2,1,,EV Connect,http://evconnect.com/,GPS,35.648179,-117.827084,11/4/2024,183939,2024-11-04 03:44:51 UTC,,,,10/16/2020,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,29,5510,6029005510,55.1,Census Tract 55.10,G5020,S,597200258,825446,35.572262,-117.8459565,230.8989386,6029005510,230.8989386,6029005510,0,12,1,6,29,Kern County,5501,6029005501,55.01,Census Tract 55.01,717321132,830691,35.5741443,-117.8252583,6029005501,Rural,6015,,0,0,0, ,"$73,281 ",2,"$44,750 ","$67,900 ",75235,97.40%,Middle,155968.3348,-117.827084,35.648179,Los Angeles,0,1,Other
7420,7421,1,7421,1,7421,ELEC,Mason O' Farrell Garage,325 Mason Street,,San Francisco,CA,94102,,888-998-2546,E,,Public,24 hours daily,,,,,,10,,,Blink Network,http://www.blinkcharging.com/,GPS,37.786467,-122.409766,11/5/2024,183959,2024-11-05 00:12:03 UTC,,,,2/8/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE,,6,75,12301,6075012301,123.01,Census Tract 123.01,G5020,S,92144,0,37.7859203,-122.410746,0.03557676,6075012301,0.03557676,6075012301,0.99999997,2,0,6,75,San Francisco County,12301,6075012301,123.01,Census Tract 123.01,92148,0,37.7859203,-122.4107461,6075012301,Urban,2117,Disadvantaged Community,30.83259838,60.36308623,32.5375,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$30,366 ",2,"$117,100 ","$143,600 ",75235,40.36%,Low,1592.534127,-122.409766,37.786467,San Francisco,1,0,Other
7421,7422,1,7422,1,7422,ELEC,City of Port Hueneme,250 N Ventura Rd,,Port Hueneme,CA,93041,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,34.149408,-119.195212,11/4/2024,184047,2024-11-04 03:44:57 UTC,,,,1/5/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,111,4400,6111004400,44,Census Tract 44,G5020,S,1931479,423662,34.1460631,-119.1943303,0.90932636,6111004400,0.90932636,6111004400,0.86208704,3,0,6,111,Ventura County,4400,6111004400,44,Census Tract 44,2005413,393411,34.1462906,-119.1937722,6111004400,Urban,8086,Disadvantaged Community,43.39331958,80.01765003,20.85,CalEnviroScreen 4.0 Top 25%,"$59,167 ",3,"$81,350 ","$106,700 ",75235,78.64%,Low,7493.005111,-119.195212,34.149408,Los Angeles,1,0,Other
7422,7423,1,7423,1,7423,ELEC,Rio Sands Lodge,205 CA-12,,Rio Vista,CA,94571,,866-816-7584,E,,Public,24 hours daily,,,,,,2,1,,EV Connect,http://evconnect.com/,GPS,38.160458,-121.689058,11/4/2024,184052,2024-11-04 03:44:57 UTC,,,,1/7/2021,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,95,253502,6095253502,2535.02,Census Tract 2535.02,G5020,S,209950826,11633503,38.1311499,-121.8217361,85.55420089,6095253502,85.55420089,6095253502,0.01847718,11,1,6,95,Solano County,253500,6095253500,2535,Census Tract 2535,577017727,28766458,38.2050259,-121.7715997,6095253500,Rural,10676,Disadvantaged Community,41.76418962,77.76096823,7.65,CalEnviroScreen 4.0 Top 25%,"$68,284 ",2,"$62,100 ","$95,300 ",75235,90.76%,Middle,121476.2053,-121.689058,38.160458,San Francisco,1,1,Other
7424,7425,1,7425,1,7425,ELEC,Campbell Union High School District - District Office,3235 Union Ave,,San Jose,CA,95124,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,20,,,POWERFLEX,https://www.powerflex.com,GPS,37.265251,-121.931892,1/10/2023,184089,2023-02-14 15:54:11 UTC,LG,,,12/31/2018,,,,,J1772,US,,,,Public - Carte de cr茅dit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,SOLAR,FALSE,,,,,,,,LD,FALSE,,6,85,502701,6085502701,5027.01,Census Tract 5027.01,G5020,S,1729302,15380,37.2711908,-121.9382471,0.67362524,6085502701,0.67362524,6085502701,1,1,0,6,85,Santa Clara County,502701,6085502701,5027.01,Census Tract 5027.01,1726518,18131,37.2710312,-121.9384313,6085502701,Urban,5235,,0,0,0, ,"$122,050 ",3,"$106,000 ","$163,400 ",75235,162.23%,Middle,6029.262752,-121.931892,37.265251,San Francisco,0,0,Other
7425,7426,1,7426,1,7426,ELEC,Westmont High School,4805 Westmont Ave,,San Jose,CA,95008,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,34,,,POWERFLEX,https://www.powerflex.com,GPS,37.2708793,-121.9879034,1/10/2023,184090,2023-02-14 15:54:11 UTC,LG,,,12/31/2020,,,,,J1772,US,,,,Public - Carte de cr茅dit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,85,506701,6085506701,5067.01,Census Tract 5067.01,G5020,S,1599574,0,37.2706528,-121.9793303,0.61759959,6085506701,0.61759959,6085506701,1,2,0,6,85,Santa Clara County,506701,6085506701,5067.01,Census Tract 5067.01,1596111,0,37.2706408,-121.9793326,6085506701,Urban,3998,,0,0,0, ,"$160,577 ",3,"$106,000 ","$163,400 ",75235,213.43%,Middle,5404.465381,-121.9879034,37.2708793,San Francisco,0,0,Other
7426,7427,1,7427,1,7427,ELEC,Branham High School,1570 Branham Ln,,San Jose,CA,95118,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,50,,,POWERFLEX,https://www.powerflex.com,GPS,37.2530628,-121.9003527,1/10/2023,184091,2023-02-14 15:54:11 UTC,LG,,,12/31/2020,,,,,J1772,US,,,,Public - Carte de cr茅dit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,85,502906,6085502906,5029.06,Census Tract 5029.06,G5020,S,1544298,0,37.2478128,-121.9014134,0.59625627,6085502906,0.59625627,6085502906,1,1,0,6,85,Santa Clara County,502906,6085502906,5029.06,Census Tract 5029.06,1544297,0,37.2478128,-121.9014134,6085502906,Urban,4542,,0,0,0, ,"$104,000 ",3,"$106,000 ","$163,400 ",75235,138.23%,Low,5026.283867,-121.9003527,37.2530628,San Francisco,1,0,Other
7427,7428,1,7428,1,7428,ELEC,Del Mar High School,1224 Del Mar Ave,,San Jose,CA,95128,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,22,,,POWERFLEX,https://www.powerflex.com,GPS,37.3055389,-121.9309891,1/10/2023,184092,2023-02-14 15:54:11 UTC,LG,,,2/9/2021,,,,,J1772,US,,,,Public - Carte de cr茅dit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,85,502104,6085502104,5021.04,Census Tract 5021.04,G5020,S,770515,0,37.3061059,-121.9278721,0.29749977,6085502104,0.29749977,6085502104,0.99999995,2,0,6,85,Santa Clara County,502102,6085502102,5021.02,Census Tract 5021.02,1800322,0,37.3102325,-121.9254628,6085502102,Urban,7726,,0,0,0, ,"$75,515 ",3,"$106,000 ","$163,400 ",75235,100.37%,Low,6099.958933,-121.9309891,37.3055389,San Francisco,1,0,Other
